NR_ANO_STATUS;CD_UG;NR_MES;DS_UNIDADE_GESTORA;CD_GESTAO;DS_GESTAO;CD_CONTA_CONTABIL;DS_CONTA_CONTABIL;CD_CONTA_CORRENTE;NR_ESFERA;DS_ESFERA;CD_UNIDADE_ORCAMENTARIA;CD_FUNCAO;CD_SUB_FUNCAO;CD_PROGRAMA;CD_PROJETO;CD_SUBTITULO;CD_FONTE_RECURSO;DS_FONTE_RECURSO;CD_NATUREZA;CD_CATEGORIA;VL_CREDITO;VL_DEBITO
2026;90101;2;"CASA CIVIL DO DISTRITO FEDERAL                    ";1;"TESOURO                                           ";459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;90133.13;0.00
2026;90101;3;"CASA CIVIL DO DISTRITO FEDERAL                    ";1;"TESOURO                                           ";459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;90133.13;90133.13
2026;150106;3;"JARDIM BOTÂNICO DE BRASÍLIA                       ";1;"TESOURO                                           ";459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;4526.36;0.00
2026;170203;1;FUNDAÇÃO DE ENS. E PESQ. EM CIÊNC. DA SAÚDE-FEPECS;17203;FUNDAÇÃO DE ENSINO E PESQUISA EM CIÊNCIAS DA SAÚDE;459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;57254.40;0.00
2026;170203;3;FUNDAÇÃO DE ENS. E PESQ. EM CIÊNC. DA SAÚDE-FEPECS;17203;FUNDAÇÃO DE ENSINO E PESQUISA EM CIÊNCIAS DA SAÚDE;459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;14010.00;0.00
2026;180101;3;"SECRETARIA DE DESENVOLVIMENTO SOCIAL DO DF        ";1;"TESOURO                                           ";459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;912.34;456.17
2026;190108;3;"ADMINISTRAÇÃO REGIONAL DE PLANALTINA              ";1;"TESOURO                                           ";459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;86235.91;0.00
2026;190108;4;"ADMINISTRAÇÃO REGIONAL DE PLANALTINA              ";1;"TESOURO                                           ";459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;50888.00;0.00
2026;190109;1;"ADMINISTRAÇÃO REGIONAL DO PARANOÁ                 ";1;"TESOURO                                           ";459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;39340.00;0.00
2026;190112;1;"ADMINISTRAÇÃO REGIONAL DO GUARÁ                   ";1;"TESOURO                                           ";459110100;"DOAÇÕES RECEBIDAS                                                     ";@;0;"Para evento complementar                          ";0;0;0;0;0;0;0;"CONV. ORGAOS NAO PER. AO GDF                      ";0;0;89920.00;44960.00
